x_m,y_m,w_tr_right_m,w_tr_left_m,banking_rad
250.5502,-889.6097,9.3198,6.6590,-0.1651
246.8338,-888.1425,9.2439,6.6591,-0.1650
243.0956,-886.7314,9.1673,6.6591,-0.1649
239.3366,-885.3768,9.0901,6.6590,-0.1648
235.5577,-884.0788,9.0127,6.6587,-0.1647
231.7597,-882.8379,8.9354,6.6583,-0.1646
227.9435,-881.6543,8.8579,6.6587,-0.1645
224.1100,-880.5283,8.7801,6.6590,-0.1643
220.2600,-879.4601,8.7028,6.6592,-0.1641
216.3943,-878.4502,8.6265,6.6590,-0.1638
212.5138,-877.4994,8.5520,6.6578,-0.1636
208.6192,-876.6089,8.4804,6.6548,-0.1633
204.7114,-875.7797,8.4129,6.6490,-0.1629
200.7911,-875.0131,8.3505,6.6404,-0.1627
196.8591,-874.3101,8.2936,6.6271,-0.1623
192.9164,-873.6715,8.2439,6.6084,-0.1619
188.9637,-873.0981,8.2014,6.5845,-0.1613
185.0020,-872.5901,8.1504,6.5710,-0.1609
181.0323,-872.1471,8.0771,6.5828,-0.1602
177.0555,-871.7678,7.9878,6.6134,-0.1589
173.0728,-871.4495,7.8918,6.6529,-0.1577
169.0853,-871.1893,7.7973,6.6936,-0.1553
165.0938,-870.9834,7.7088,6.7311,-0.1525
161.0994,-870.8280,7.6279,6.7643,-0.1493
157.1026,-870.7190,7.5544,6.7933,-0.1459
153.1043,-870.6521,7.4877,6.8189,-0.1423
149.1050,-870.6229,7.4265,6.8426,-0.1387
145.1050,-870.6269,7.3692,6.8658,-0.1363
141.1047,-870.6593,7.3149,6.8899,-0.1328
137.1042,-870.7157,7.2624,6.9158,-0.1296
133.1035,-870.7914,7.2108,6.9448,-0.1267
129.1027,-870.8820,7.1589,6.9780,-0.1242
125.1017,-870.9832,7.1062,7.0160,-0.1224
121.1005,-871.0910,7.0515,7.0598,-0.1212
117.0992,-871.2014,6.9960,7.1082,-0.1210
113.0976,-871.3108,6.9600,7.1404,-0.1207
109.0958,-871.4166,6.9539,7.1461,-0.1204
105.0938,-871.5172,6.9662,7.1339,-0.1201
101.0916,-871.6120,6.9856,7.1145,-0.1198
97.0893,-871.7009,7.0046,7.0954,-0.1196
93.0870,-871.7845,7.0198,7.0802,-0.1194
89.0845,-871.8633,7.0302,7.0698,-0.1193
85.0820,-871.9384,7.0363,7.0636,-0.1192
81.0794,-872.0106,7.0393,7.0607,-0.1192
77.0769,-872.0812,7.0403,7.0596,-0.1191
73.0745,-872.1511,7.0405,7.0595,-0.1191
69.0723,-872.2207,7.0404,7.0596,-0.1191
65.0701,-872.2902,7.0402,7.0598,-0.1191
61.0680,-872.3598,7.0401,7.0599,-0.1192
57.0662,-872.4295,7.0400,7.0599,-0.1192
53.0646,-872.4991,7.0400,7.0600,-0.1193
49.0632,-872.5688,7.0400,7.0600,-0.1194
45.0620,-872.6385,7.0400,7.0600,-0.1195
41.0610,-872.7082,7.0400,7.0600,-0.1196
37.0602,-872.7779,7.0400,7.0600,-0.1197
33.0595,-872.8476,7.0400,7.0600,-0.1198
29.0589,-872.9173,7.0400,7.0600,-0.1199
25.0585,-872.9870,7.0400,7.0600,-0.1200
21.0580,-873.0567,7.0400,7.0600,-0.1201
17.0575,-873.1264,7.0400,7.0600,-0.1202
13.0569,-873.1960,7.0399,7.0601,-0.1204
9.0562,-873.2650,7.0392,7.0608,-0.1205
5.0555,-873.3326,7.0370,7.0630,-0.1206
1.0545,-873.3977,7.0324,7.0676,-0.1206
-2.9466,-873.4593,7.0243,7.0758,-0.1207
-6.9479,-873.5165,7.0118,7.0883,-0.1208
-10.9493,-873.5686,6.9942,7.1060,-0.1209
-14.9508,-873.6151,6.9711,7.1292,-0.1209
-18.9524,-873.6557,6.9508,7.1492,-0.1211
-22.9541,-873.6909,6.9565,7.1436,-0.1212
-26.9558,-873.7219,6.9891,7.1142,-0.1215
-30.9575,-873.7516,7.0379,7.0727,-0.1227
-34.9592,-873.7830,7.0929,7.0284,-0.1244
-38.9608,-873.8202,7.1487,6.9870,-0.1267
-42.9622,-873.8671,7.2039,6.9504,-0.1295
-46.9632,-873.9283,7.2578,6.9187,-0.1325
-50.9637,-874.0081,7.3116,6.8912,-0.1358
-54.9634,-874.1111,7.3661,6.8667,-0.1381
-58.9620,-874.2421,7.4231,6.8434,-0.1416
-62.9589,-874.4058,7.4838,6.8199,-0.1450
-66.9535,-874.6068,7.5496,6.7949,-0.1483
-70.9451,-874.8495,7.6215,6.7672,-0.1514
-74.9328,-875.1382,7.7005,6.7357,-0.1542
-78.9158,-875.4770,7.7872,6.7001,-0.1566
-82.8930,-875.8699,7.8819,6.6597,-0.1580
-86.8633,-876.3203,7.9837,6.6143,-0.1594
-90.8255,-876.8316,8.0740,6.5806,-0.1604
-94.7786,-877.4063,8.1419,6.5722,-0.1609
-98.7214,-878.0459,8.1946,6.5824,-0.1613
-102.6530,-878.7508,8.2421,6.6005,-0.1617
-106.5725,-879.5210,8.2916,6.6189,-0.1620
-110.4789,-880.3557,8.3460,6.6347,-0.1622
-114.3715,-881.2541,8.4064,6.6457,-0.1624
-118.2493,-882.2151,8.4725,6.6524,-0.1626
-122.1117,-883.2376,8.5433,6.6557,-0.1628
-125.9579,-884.3201,8.6172,6.6569,-0.1630
-129.7871,-885.4615,8.6931,6.6568,-0.1632
-133.5985,-886.6611,8.7702,6.6565,-0.1633
-137.3913,-887.9183,8.8476,6.6568,-0.1634
-141.1646,-889.2327,8.9247,6.6569,-0.1635
-144.9175,-890.6040,9.0018,6.6570,-0.1636
-148.6492,-892.0319,9.0790,6.6569,-0.1637
-152.3589,-893.5160,9.1560,6.6568,-0.1638
-156.0456,-895.0561,9.2325,6.6565,-0.1638
-159.7086,-896.6518,9.3084,6.6562,-0.1639
-163.3469,-898.3027,9.3831,6.6566,-0.1639
-166.9598,-900.0085,9.4560,6.6569,-0.1639
-170.5465,-901.7687,9.5278,6.6570,-0.1639
-174.1061,-903.5830,9.5982,6.6570,-0.1639
-177.6378,-905.4510,9.6670,6.6568,-0.1639
-181.1408,-907.3721,9.7340,6.6565,-0.1638
-184.6144,-909.3461,9.7991,6.6562,-0.1638
-188.0577,-911.3724,9.8617,6.6566,-0.1638
-191.4700,-913.4506,9.9212,6.6569,-0.1637
-194.8504,-915.5802,9.9784,6.6570,-0.1636
-198.1983,-917.7608,10.0329,6.6570,-0.1636
-201.5129,-919.9918,10.0847,6.6568,-0.1635
-204.7935,-922.2728,10.1336,6.6565,-0.1634
-208.0392,-924.6032,10.1795,6.6561,-0.1633
-211.2493,-926.9826,10.2220,6.6565,-0.1632
-214.4231,-929.4103,10.2604,6.6567,-0.1631
-217.5599,-931.8858,10.2954,6.6568,-0.1630
-220.6590,-934.4086,10.3270,6.6568,-0.1629
-223.7196,-936.9780,10.3551,6.6567,-0.1628
-226.7409,-939.5934,10.3796,6.6564,-0.1627
-229.7223,-942.2543,10.4005,6.6560,-0.1626
-232.6631,-944.9600,10.4173,6.6564,-0.1625
-235.5626,-947.7099,10.4296,6.6567,-0.1624
-238.4202,-950.5034,10.4380,6.6568,-0.1622
-241.2352,-953.3399,10.4426,6.6568,-0.1621
-244.0068,-956.2186,10.4433,6.6567,-0.1620
-246.7346,-959.1388,10.4402,6.6564,-0.1619
-249.4178,-962.0999,10.4333,6.6560,-0.1618
-252.0558,-965.1012,10.4224,6.6564,-0.1617
-254.6479,-968.1420,10.4068,6.6567,-0.1616
-257.1938,-971.2216,10.3875,6.6569,-0.1615
-259.6926,-974.3393,10.3644,6.6569,-0.1614
-262.1439,-977.4943,10.3377,6.6568,-0.1613
-264.5471,-980.6861,10.3075,6.6566,-0.1612
-266.9017,-983.9137,10.2739,6.6562,-0.1612
-269.2072,-987.1767,10.2367,6.6565,-0.1611
-271.4630,-990.4742,10.1953,6.6568,-0.1610
-273.6687,-993.8055,10.1507,6.6569,-0.1610
-275.8237,-997.1698,10.1031,6.6569,-0.1609
-277.9277,-1000.5665,10.0525,6.6568,-0.1609
-279.9800,-1003.9946,9.9997,6.6564,-0.1609
-281.9802,-1007.4534,9.9431,6.6560,-0.1609
-283.9279,-1010.9422,9.8845,6.6564,-0.1608
-285.8226,-1014.4601,9.8129,6.6570,-0.1603
-287.6639,-1018.0063,9.7583,6.6568,-0.1592
-289.4514,-1021.5800,9.6920,6.6570,-0.1572
-291.1847,-1025.1803,9.6238,6.6571,-0.1543
-292.8633,-1028.8065,9.5539,6.6570,-0.1508
-294.4870,-1032.4576,9.4825,6.6568,-0.1466
-296.0553,-1036.1330,9.4099,6.6572,-0.1435
-297.5679,-1039.8316,9.3353,6.6576,-0.1383
-299.0245,-1043.5528,9.2599,6.6577,-0.1327
-300.4247,-1047.2957,9.1837,6.6577,-0.1266
-301.7683,-1051.0594,9.1072,6.6575,-0.1201
-303.0549,-1054.8430,9.0302,6.6572,-0.1134
-304.2842,-1058.6458,8.9533,6.6567,-0.1063
-305.4560,-1062.4669,8.8764,6.6568,-0.1015
-306.5699,-1066.3055,8.7990,6.6570,-0.0941
-307.6257,-1070.1607,8.7220,6.6570,-0.0867
-308.6227,-1074.0317,8.6461,6.6565,-0.0792
-309.5600,-1077.9177,8.5723,6.6548,-0.0716
-310.4365,-1081.8179,8.5016,6.6509,-0.0642
-311.2509,-1085.7314,8.4352,6.6439,-0.0569
-312.0020,-1089.6573,8.3743,6.6335,-0.0498
-312.6889,-1093.5949,8.3191,6.6186,-0.0451
-313.3107,-1097.5431,8.2711,6.5980,-0.0384
-313.8669,-1101.5011,8.2275,6.5749,-0.0318
-314.3573,-1105.4679,8.1675,6.5701,-0.0258
-314.7827,-1109.4424,8.0861,6.5898,-0.0203
-315.1448,-1113.4235,7.9921,6.6244,-0.0154
-315.4465,-1117.4104,7.8951,6.6642,-0.0110
-315.6909,-1121.4017,7.8011,6.7039,-0.0084
-315.8819,-1125.3967,7.7136,6.7398,-0.0051
-316.0233,-1129.3945,7.6336,6.7714,-0.0026
-316.1193,-1133.3942,7.5606,6.7992,0.0000
-316.1743,-1137.3952,7.4938,6.8242,0.0000
-316.1928,-1141.3970,7.4319,6.8477,0.0000
-316.1793,-1145.3992,7.3735,6.8712,0.0000
-316.1386,-1149.4016,7.3171,6.8962,0.0000
-316.0751,-1153.4039,7.2623,6.9236,0.0000
-315.9936,-1157.4062,7.2078,6.9543,0.0000
-315.8984,-1161.4084,7.1531,6.9893,0.0000
-315.7939,-1165.4106,7.0971,7.0293,0.0000
-315.6841,-1169.4127,7.0395,7.0749,0.0000
-315.5728,-1173.4149,6.9842,7.1215,0.0000
-315.4635,-1177.4170,6.9551,7.1457,0.0000
-315.3585,-1181.4190,6.9553,7.1447,0.0000
-315.2591,-1185.4210,6.9710,7.1291,0.0000
-315.1657,-1189.4229,6.9910,7.1091,0.0000
-315.0781,-1193.4247,7.0092,7.0908,0.0000
-314.9958,-1197.4263,7.0231,7.0769,0.0000
-314.9180,-1201.4278,7.0322,7.0678,0.0000
-314.8438,-1205.4291,7.0374,7.0627,0.0000
-314.7721,-1209.4301,7.0396,7.0604,0.0000
-314.7018,-1213.4311,7.0404,7.0596,0.0000
-314.6320,-1217.4319,7.0404,7.0596,0.0000
-314.5624,-1221.4328,7.0403,7.0597,0.0000
-314.4929,-1225.4336,7.0401,7.0599,0.0000
-314.4233,-1229.4344,7.0401,7.0599,0.0000
-314.3536,-1233.4352,7.0400,7.0600,0.0000
-314.2839,-1237.4361,7.0400,7.0600,0.0000
-314.2143,-1241.4371,7.0400,7.0600,0.0000
-314.1446,-1245.4382,7.0400,7.0600,0.0000
-314.0749,-1249.4393,7.0400,7.0600,0.0000
-314.0052,-1253.4403,7.0400,7.0600,0.0000
-313.9355,-1257.4414,7.0400,7.0600,0.0000
-313.8658,-1261.4425,7.0400,7.0600,0.0000
-313.7961,-1265.4436,7.0400,7.0600,0.0000
-313.7264,-1269.4448,7.0400,7.0600,0.0000
-313.6567,-1273.4459,7.0400,7.0600,0.0000
-313.5870,-1277.4470,7.0400,7.0600,0.0000
-313.5173,-1281.4482,7.0400,7.0600,0.0000
-313.4476,-1285.4493,7.0400,7.0600,0.0000
-313.3779,-1289.4506,7.0400,7.0600,0.0000
-313.3082,-1293.4518,7.0400,7.0600,0.0000
-313.2386,-1297.4531,7.0400,7.0600,0.0000
-313.1689,-1301.4545,7.0399,7.0601,0.0000
-313.0994,-1305.4558,7.0397,7.0603,0.0000
-313.0299,-1309.4571,7.0395,7.0605,0.0000
-312.9605,-1313.4584,7.0392,7.0608,0.0000
-312.8913,-1317.4598,7.0388,7.0612,0.0000
-312.8222,-1321.4613,7.0383,7.0617,0.0000
-312.7533,-1325.4629,7.0381,7.0619,0.0000
-312.6846,-1329.4647,7.0381,7.0619,0.0000
-312.6160,-1333.4665,7.0383,7.0617,0.0000
-312.5476,-1337.4685,7.0387,7.0613,0.0000
-312.4793,-1341.4708,7.0392,7.0608,0.0000
-312.4110,-1345.4732,7.0398,7.0602,0.0000
-312.3427,-1349.4758,7.0405,7.0595,0.0000
-312.2744,-1353.4787,7.0413,7.0587,0.0000
-312.2059,-1357.4817,7.0422,7.0578,0.0000
-312.1373,-1361.4849,7.0432,7.0568,0.0000
-312.0684,-1365.4883,7.0443,7.0557,0.0000
-311.9993,-1369.4919,7.0455,7.0545,0.0000
-311.9301,-1373.4957,7.0467,7.0533,0.0000
-311.8607,-1377.4997,7.0477,7.0523,0.0000
-311.7912,-1381.5038,7.0484,7.0516,0.0000
-311.7215,-1385.5080,7.0488,7.0512,0.0000
-311.6518,-1389.5123,7.0488,7.0512,0.0000
-311.5820,-1393.5166,7.0488,7.0512,0.0000
-311.5122,-1397.5210,7.0487,7.0513,0.0000
-311.4424,-1401.5254,7.0486,7.0514,0.0000
-311.3726,-1405.5298,7.0485,7.0515,0.0000
-311.3028,-1409.5342,7.0484,7.0516,0.0000
-311.2330,-1413.5386,7.0483,7.0517,0.0000
-311.1632,-1417.5430,7.0482,7.0518,0.0000
-311.0934,-1421.5473,7.0481,7.0519,0.0000
-311.0236,-1425.5517,7.0480,7.0520,0.0000
-310.9538,-1429.5561,7.0479,7.0521,0.0000
-310.8840,-1433.5605,7.0478,7.0522,0.0000
-310.8142,-1437.5649,7.0477,7.0523,0.0000
-310.7444,-1441.5693,7.0476,7.0524,0.0000
-310.6746,-1445.5737,7.0475,7.0525,0.0000
-310.6048,-1449.5781,7.0474,7.0526,0.0000
-310.5350,-1453.5825,7.0473,7.0527,0.0000
-310.4652,-1457.5869,7.0472,7.0528,0.0000
-310.3954,-1461.5913,7.0472,7.0528,0.0000
-310.3256,-1465.5956,7.0471,7.0529,0.0000
-310.2558,-1469.6000,7.0470,7.0530,0.0000
-310.1860,-1473.6044,7.0469,7.0531,0.0000
-310.1162,-1477.6088,7.0468,7.0532,0.0000
-310.0464,-1481.6132,7.0467,7.0533,0.0000
-309.9766,-1485.6176,7.0466,7.0534,0.0000
-309.9068,-1489.6220,7.0465,7.0535,0.0000
-309.8369,-1493.6264,7.0464,7.0536,0.0000
-309.7671,-1497.6308,7.0463,7.0537,0.0000
-309.6973,-1501.6352,7.0462,7.0538,0.0000
-309.6275,-1505.6396,7.0461,7.0539,0.0000
-309.5577,-1509.6440,7.0460,7.0540,0.0000
-309.4879,-1513.6483,7.0459,7.0541,0.0000
-309.4181,-1517.6527,7.0458,7.0542,0.0000
-309.3483,-1521.6571,7.0458,7.0542,0.0000
-309.2785,-1525.6615,7.0457,7.0543,0.0000
-309.2087,-1529.6659,7.0456,7.0544,0.0000
-309.1389,-1533.6703,7.0455,7.0545,0.0000
-309.0691,-1537.6747,7.0454,7.0546,0.0000
-308.9993,-1541.6791,7.0453,7.0547,0.0000
-308.9295,-1545.6835,7.0452,7.0548,0.0000
-308.8597,-1549.6879,7.0451,7.0549,0.0000
-308.7899,-1553.6923,7.0450,7.0550,0.0000
-308.7201,-1557.6966,7.0449,7.0551,0.0000
-308.6503,-1561.7010,7.0448,7.0552,0.0000
-308.5805,-1565.7054,7.0447,7.0553,0.0000
-308.5107,-1569.7098,7.0446,7.0554,0.0000
-308.4409,-1573.7142,7.0445,7.0555,0.0000
-308.3711,-1577.7186,7.0445,7.0555,0.0000
-308.3013,-1581.7230,7.0444,7.0556,0.0000
-308.2315,-1585.7274,7.0443,7.0557,0.0000
-308.1617,-1589.7318,7.0442,7.0558,0.0000
-308.0918,-1593.7362,7.0441,7.0559,0.0000
-308.0220,-1597.7406,7.0440,7.0560,0.0000
-307.9522,-1601.7449,7.0439,7.0561,0.0000
-307.8824,-1605.7493,7.0438,7.0562,0.0000
-307.8126,-1609.7537,7.0437,7.0563,0.0000
-307.7428,-1613.7581,7.0436,7.0564,0.0000
-307.6730,-1617.7625,7.0435,7.0565,0.0000
-307.6032,-1621.7669,7.0434,7.0566,0.0000
-307.5334,-1625.7713,7.0433,7.0567,0.0000
-307.4636,-1629.7757,7.0432,7.0568,0.0000
-307.3938,-1633.7801,7.0432,7.0568,0.0000
-307.3240,-1637.7845,7.0431,7.0569,0.0000
-307.2542,-1641.7889,7.0430,7.0570,0.0000
-307.1844,-1645.7932,7.0429,7.0571,0.0000
-307.1146,-1649.7976,7.0428,7.0572,0.0000
-307.0448,-1653.8020,7.0427,7.0573,0.0000
-306.9750,-1657.8064,7.0426,7.0574,0.0000
-306.9052,-1661.8108,7.0425,7.0575,0.0000
-306.8354,-1665.8152,7.0424,7.0576,0.0000
-306.7656,-1669.8196,7.0423,7.0577,0.0000
-306.6958,-1673.8240,7.0422,7.0578,0.0000
-306.6260,-1677.8284,7.0421,7.0579,0.0000
-306.5562,-1681.8328,7.0420,7.0580,0.0000
-306.4864,-1685.8372,7.0419,7.0581,0.0000
-306.4166,-1689.8416,7.0419,7.0581,0.0000
-306.3468,-1693.8459,7.0418,7.0582,0.0000
-306.2769,-1697.8503,7.0417,7.0583,0.0000
-306.2071,-1701.8547,7.0416,7.0584,0.0000
-306.1373,-1705.8591,7.0415,7.0585,0.0000
-306.0675,-1709.8635,7.0414,7.0586,0.0000
-305.9977,-1713.8679,7.0413,7.0587,0.0000
-305.9279,-1717.8723,7.0412,7.0588,0.0000
-305.8581,-1721.8767,7.0411,7.0589,0.0000
-305.7883,-1725.8811,7.0410,7.0590,0.0000
-305.7185,-1729.8855,7.0409,7.0591,0.0000
-305.6487,-1733.8899,7.0408,7.0592,0.0000
-305.5790,-1737.8915,7.0407,7.0593,0.0000
-305.5058,-1742.1211,7.0400,7.0600,0.0000
-305.4318,-1746.4150,7.0391,7.0609,0.0000
-305.3560,-1750.8248,7.0379,7.0621,0.0000
-305.2763,-1755.5048,7.0360,7.0641,0.0000
-305.1763,-1761.5611,7.0302,7.0698,0.0000
-305.0912,-1766.6069,7.0273,7.0727,0.0000
-304.9937,-1772.4908,7.0253,7.0747,0.0000
-304.8822,-1779.3281,7.0337,7.0663,0.0000
